app_download,population,city,state,date,post,treated,app_per_pop
158,849874,South Dakota,South Dakota,2022-06-09,1,0,0.000185909911351565
170,849874,South Dakota,South Dakota,2022-06-10,1,0,0.000200029651454216
17,849874,South Dakota,South Dakota,2022-06-11,1,0,2.00029651454216e-05
191,849874,South Dakota,South Dakota,2022-06-12,1,0,0.000224739196633854
292,849874,South Dakota,South Dakota,2022-06-13,1,0,0.000343580342497829
213,849874,South Dakota,South Dakota,2022-06-14,1,0,0.000250625386822047
155,849874,South Dakota,South Dakota,2022-06-15,1,0,0.000182379976325902
205,849874,South Dakota,South Dakota,2022-06-16,1,0,0.000241212226753613
214,849874,South Dakota,South Dakota,2022-06-17,1,0,0.000251802031830601
199,849874,South Dakota,South Dakota,2022-06-18,1,0,0.000234152356702288
173,849874,South Dakota,South Dakota,2022-06-19,1,0,0.000203559586479878
268,849874,South Dakota,South Dakota,2022-06-20,1,0,0.000315340862292528
336,849874,South Dakota,South Dakota,2022-06-21,1,0,0.000395352722874214
330,849874,South Dakota,South Dakota,2022-06-22,1,0,0.000388292852822889
277,849874,South Dakota,South Dakota,2022-06-23,1,0,0.000325930667369516
359,849874,South Dakota,South Dakota,2022-06-24,1,0,0.000422415558070961
264,849874,South Dakota,South Dakota,2022-06-25,1,0,0.000310634282258311
326,849874,South Dakota,South Dakota,2022-06-26,1,0,0.000383586272788672
442,849874,South Dakota,South Dakota,2022-06-27,1,0,0.000520077093780961
364,849874,South Dakota,South Dakota,2022-06-28,1,0,0.000428298783113732
385,849874,South Dakota,South Dakota,2022-06-29,1,0,0.000453008328293371
391,849874,South Dakota,South Dakota,2022-06-30,1,0,0.000460068198344696
182,825796,Michigan,Michigan,2022-03-01,0,1,0.00022039341435415
168,825796,Michigan,Michigan,2022-03-02,0,1,0.000203440074788447
102,825796,Michigan,Michigan,2022-03-03,0,1,0.000123517188264414
151,825796,Michigan,Michigan,2022-03-04,0,1,0.000182853876744378
0,825796,Michigan,Michigan,2022-03-05,0,1,0
57,825796,Michigan,Michigan,2022-03-06,0,1,6.90243110889372e-05
195,825796,Michigan,Michigan,2022-03-07,0,1,0.000236135801093733
155,825796,Michigan,Michigan,2022-03-08,0,1,0.000187697688048864
101,825796,Michigan,Michigan,2022-03-09,0,1,0.000122306235438292
47,825796,Michigan,Michigan,2022-03-10,0,1,5.69147828277202e-05
108,825796,Michigan,Michigan,2022-03-11,0,1,0.000130782905221144
43,825796,Michigan,Michigan,2022-03-12,0,1,5.20709715232333e-05
114,825796,Michigan,Michigan,2022-03-13,0,1,0.000138048622177874
151,825796,Michigan,Michigan,2022-03-14,0,1,0.000182853876744378
194,825796,Michigan,Michigan,2022-03-15,0,1,0.000234924848267611
139,825796,Michigan,Michigan,2022-03-16,0,1,0.000168322442830917
102,825796,Michigan,Michigan,2022-03-17,0,1,0.000123517188264414
127,825796,Michigan,Michigan,2022-03-18,0,1,0.000153791008917457
30,825796,Michigan,Michigan,2022-03-19,0,1,3.63285847836512e-05
103,825796,Michigan,Michigan,2022-03-20,0,1,0.000124728141090536
225,825796,Michigan,Michigan,2022-03-21,0,1,0.000272464385877384
233,825796,Michigan,Michigan,2022-03-22,0,1,0.000282152008486357
200,825796,Michigan,Michigan,2022-03-23,0,1,0.000242190565224341
146,825796,Michigan,Michigan,2022-03-24,0,1,0.000176799112613769
162,825796,Michigan,Michigan,2022-03-25,0,1,0.000196174357831716
80,825796,Michigan,Michigan,2022-03-26,0,1,9.68762260897364e-05
134,825796,Michigan,Michigan,2022-03-27,0,1,0.000162267678700309
242,825796,Michigan,Michigan,2022-03-28,0,1,0.000293050583921453
312,825796,Michigan,Michigan,2022-03-29,0,1,0.000377817281749972
195,825796,Michigan,Michigan,2022-03-30,0,1,0.000236135801093733
257,825796,Michigan,Michigan,2022-03-31,0,1,0.000311214876313278
64,825796,Michigan,Michigan,2022-04-01,0,1,7.75009808717892e-05
82,825796,Michigan,Michigan,2022-04-02,0,1,9.92981317419799e-05
98,825796,Michigan,Michigan,2022-04-03,0,1,0.000118673376959927
189,825796,Michigan,Michigan,2022-04-04,0,1,0.000228870084137002
135,825796,Michigan,Michigan,2022-04-05,0,1,0.00016347863152643
125,825796,Michigan,Michigan,2022-04-06,0,1,0.000151369103265213
126,825796,Michigan,Michigan,2022-04-07,0,1,0.000152580056091335
95,825796,Michigan,Michigan,2022-04-08,0,1,0.000115040518481562
12,825796,Michigan,Michigan,2022-04-09,0,1,1.45314339134605e-05
109,825796,Michigan,Michigan,2022-04-10,0,1,0.000131993858047266
184,825796,Michigan,Michigan,2022-04-11,0,1,0.000222815320006394
101,825796,Michigan,Michigan,2022-04-12,0,1,0.000122306235438292
125,825796,Michigan,Michigan,2022-04-13,0,1,0.000151369103265213
110,825796,Michigan,Michigan,2022-04-14,0,1,0.000133204810873388
79,825796,Michigan,Michigan,2022-04-15,0,1,9.56652732636147e-05
59,825796,Michigan,Michigan,2022-04-16,0,1,7.14462167411806e-05
100,825796,Michigan,Michigan,2022-04-17,0,1,0.000121095282612171
292,825796,Michigan,Michigan,2022-04-18,0,1,0.000353598225227538
136,825796,Michigan,Michigan,2022-04-19,0,1,0.000164689584352552
167,825796,Michigan,Michigan,2022-04-20,0,1,0.000202229121962325
124,825796,Michigan,Michigan,2022-04-21,0,1,0.000150158150439092
89,825796,Michigan,Michigan,2022-04-22,0,1,0.000107774801524832
83,825796,Michigan,Michigan,2022-04-23,0,1,0.000100509084568102
128,825796,Michigan,Michigan,2022-04-24,0,1,0.000155001961743578
232,825796,Michigan,Michigan,2022-04-25,0,1,0.000280941055660236
245,825796,Michigan,Michigan,2022-04-26,0,1,0.000296683442399818
227,825796,Michigan,Michigan,2022-04-27,0,1,0.000274886291529627
140,825796,Michigan,Michigan,2022-04-28,0,1,0.000169533395657039
163,825796,Michigan,Michigan,2022-04-29,0,1,0.000197385310657838
162,825796,Michigan,Michigan,2022-04-30,0,1,0.000196174357831716
99.1116976771481,825796,Michigan,Michigan,2022-05-01,1,1,0.000120019590403863
220.212788028944,825796,Michigan,Michigan,2022-05-02,1,1,0.00026666729801179
210.486019193041,825796,Michigan,Michigan,2022-05-03,1,1,0.000254888639800921
182.141925933609,825796,Michigan,Michigan,2022-05-04,1,1,0.000220565279964554
109.363623386779,825796,Michigan,Michigan,2022-05-05,1,1,0.00013243418881513
44.2276174207533,825796,Michigan,Michigan,2022-05-06,1,1,5.35575583082908e-05
92.5121816903132,825796,Michigan,Michigan,2022-05-07,1,1,0.000112027887868569
35.2704563214896,825796,Michigan,Michigan,2022-05-08,1,1,4.271085876111e-05
231.020344126435,825796,Michigan,Michigan,2022-05-09,1,1,0.000279754738611515
242.790869346393,825796,Michigan,Michigan,2022-05-10,1,1,0.00029400828939156
116.406160751005,825796,Michigan,Michigan,2022-05-11,1,1,0.000140962369339407
51.407814486821,825796,Michigan,Michigan,2022-05-12,1,1,6.22524382375563e-05
21.1251486194858,825796,Michigan,Michigan,2022-05-13,1,1,2.55815584230074e-05
0,825796,Michigan,Michigan,2022-05-14,1,1,0
142.792942294702,825796,Michigan,Michigan,2022-05-15,1,1,0.000172915517022003
238.942357192241,825796,Michigan,Michigan,2022-05-16,1,1,0.000289347922722126
249.850110339145,825796,Michigan,Michigan,2022-05-17,1,1,0.000302556697222008
199.853287142782,825796,Michigan,Michigan,2022-05-18,1,1,0.000242012902875265
114.643422631943,825796,Michigan,Michigan,2022-05-19,1,1,0.000138827776632416
152.492541521208,825796,Michigan,Michigan,2022-05-20,1,1,0.000184661274117588
65.9450686927441,825796,Michigan,Michigan,2022-05-21,1,1,7.98563673022685e-05
160.5,825796,Michigan,Michigan,2022-05-22,1,1,0.000194357928592534
358.201623126496,825796,Michigan,Michigan,2022-05-23,1,1,0.000433765267846412
296.014933541168,825796,Michigan,Michigan,2022-05-24,1,1,0.000358460120345906
284.375243151964,825796,Michigan,Michigan,2022-05-25,1,1,0.000344365004373918
220.578813216848,825796,Michigan,Michigan,2022-05-26,1,1,0.000267110537247514
164.607131517555,825796,Michigan,Michigan,2022-05-27,1,1,0.00019933147111097
160.266215189918,825796,Michigan,Michigan,2022-05-28,1,1,0.000194074826216061
248.08470782514,825796,Michigan,Michigan,2022-05-29,1,1,0.000300418878058431
405.004418033202,825796,Michigan,Michigan,2022-05-30,1,1,0.000490441244609083
328.14397522268,825796,Michigan,Michigan,2022-05-31,1,1,0.000397366874170715
188.958453248856,825796,Michigan,Michigan,2022-06-01,1,1,0.000228819772981288
124.623066215782,825796,Michigan,Michigan,2022-06-02,1,1,0.000150912654233954
138.930330792658,825796,Michigan,Michigan,2022-06-03,1,1,0.000168238076707393
27.8817656704318,825796,Michigan,Michigan,2022-06-04,1,1,3.37635029358725e-05
100.5861161761,825796,Michigan,Michigan,2022-06-05,1,1,0.000121805041652055
196.588386091916,825796,Michigan,Michigan,2022-06-06,1,1,0.000238059261720711
161.746715138755,825796,Michigan,Michigan,2022-06-07,1,1,0.000195867641813178
125.519613205281,825796,Michigan,Michigan,2022-06-08,1,1,0.000151998330344638
138.134480741596,825796,Michigan,Michigan,2022-06-09,1,1,0.00016727433983889
92.6138484449378,825796,Michigan,Michigan,2022-06-10,1,1,0.000112151001512405
89.9794187645148,825796,Michigan,Michigan,2022-06-11,1,1,0.000108960831445678
15.1582596447403,825796,Michigan,Michigan,2022-06-12,1,1,1.83559373558849e-05
108.015272133205,825796,Michigan,Michigan,2022-06-13,1,1,0.00013080139905401
245.911810312767,825796,Michigan,Michigan,2022-06-14,1,1,0.00029778760167495
150.992623711043,825796,Michigan,Michigan,2022-06-15,1,1,0.000182844944406419
56.345090372353,825796,Michigan,Michigan,2022-06-16,1,1,6.82312464244838e-05
50.2439490518388,825796,Michigan,Michigan,2022-06-17,1,1,6.08430520998392e-05
46.4748556380048,825796,Michigan,Michigan,2022-06-18,1,1,5.62788577784402e-05
102.76120420421,825796,Michigan,Michigan,2022-06-19,1,1,0.000124438970646758
214.337217623539,825796,Michigan,Michigan,2022-06-20,1,1,0.000259552259424288
212.645321680748,825796,Michigan,Michigan,2022-06-21,1,1,0.000257503453250861
208.003898445538,825796,Michigan,Michigan,2022-06-22,1,1,0.000251882908666956
111.135803613717,825796,Michigan,Michigan,2022-06-23,1,1,0.000134580215469337
139.435443442856,825796,Michigan,Michigan,2022-06-24,1,1,0.00016884974429866
74.0007436540134,825796,Michigan,Michigan,2022-06-25,1,1,8.96114096629354e-05
110.525613608734,825796,Michigan,Michigan,2022-06-26,1,1,0.000133841304158332
257.954232730022,825796,Michigan,Michigan,2022-06-27,1,1,0.000312370407134476
136.186260651524,825796,Michigan,Michigan,2022-06-28,1,1,0.00016491513721491
155.069466285276,825796,Michigan,Michigan,2022-06-29,1,1,0.00018778180844334
201.220334020308,825796,Michigan,Michigan,2022-06-30,1,1,0.000243668332155046
120,825388,New York,New York,2022-03-01,0,0,0.000145386169898278
65,825388,New York,New York,2022-03-02,0,0,7.8750842028234e-05
85,825388,New York,New York,2022-03-03,0,0,0.000102981870344614
9,825388,New York,New York,2022-03-04,0,0,1.09039627423709e-05
34,825388,New York,New York,2022-03-05,0,0,4.11927481378455e-05
8,825388,New York,New York,2022-03-06,0,0,9.69241132655188e-06
72,825388,New York,New York,2022-03-07,0,0,8.72317019389669e-05
56,825388,New York,New York,2022-03-08,0,0,6.78468792858631e-05
90,825388,New York,New York,2022-03-09,0,0,0.000109039627423709
28,825388,New York,New York,2022-03-10,0,0,3.39234396429316e-05
0,825388,New York,New York,2022-03-11,0,0,0
16,825388,New York,New York,2022-03-12,0,0,1.93848226531038e-05
36,825388,New York,New York,2022-03-13,0,0,4.36158509694834e-05
77,825388,New York,New York,2022-03-14,0,0,9.32894590180618e-05
109,825388,New York,New York,2022-03-15,0,0,0.000132059104324269
77,825388,New York,New York,2022-03-16,0,0,9.32894590180618e-05
74,825388,New York,New York,2022-03-17,0,0,8.96548047706049e-05
0,825388,New York,New York,2022-03-18,0,0,0
88,825388,New York,New York,2022-03-19,0,0,0.000106616524592071
58,825388,New York,New York,2022-03-20,0,0,7.02699821175011e-05
115,825388,New York,New York,2022-03-21,0,0,0.000139328412819183
97,825388,New York,New York,2022-03-22,0,0,0.000117520487334442
164,825388,New York,New York,2022-03-23,0,0,0.000198694432194313
129,825388,New York,New York,2022-03-24,0,0,0.000156290132640649
58,825388,New York,New York,2022-03-25,0,0,7.02699821175011e-05
45,825388,New York,New York,2022-03-26,0,0,5.45198137118543e-05
110,825388,New York,New York,2022-03-27,0,0,0.000133270655740088
157,825388,New York,New York,2022-03-28,0,0,0.000190213572283581
118,825388,New York,New York,2022-03-29,0,0,0.00014296306706664
155,825388,New York,New York,2022-03-30,0,0,0.000187790469451943
143,825388,New York,New York,2022-03-31,0,0,0.000173251852462115
99,825388,New York,New York,2022-04-01,0,0,0.000119943590166079
29,825388,New York,New York,2022-04-02,0,0,3.51349910587506e-05
63,825388,New York,New York,2022-04-03,0,0,7.6327739196596e-05
125,825388,New York,New York,2022-04-04,0,0,0.000151443926977373
151,825388,New York,New York,2022-04-05,0,0,0.000182944263788667
56,825388,New York,New York,2022-04-06,0,0,6.78468792858631e-05
74,825388,New York,New York,2022-04-07,0,0,8.96548047706049e-05
89,825388,New York,New York,2022-04-08,0,0,0.00010782807600789
13,825388,New York,New York,2022-04-09,0,0,1.57501684056468e-05
52,825388,New York,New York,2022-04-10,0,0,6.30006736225872e-05
143,825388,New York,New York,2022-04-11,0,0,0.000173251852462115
41,825388,New York,New York,2022-04-12,0,0,4.96736080485784e-05
52,825388,New York,New York,2022-04-13,0,0,6.30006736225872e-05
51,825388,New York,New York,2022-04-14,0,0,6.17891222067682e-05
79,825388,New York,New York,2022-04-15,0,0,9.57125618496998e-05
47,825388,New York,New York,2022-04-16,0,0,5.69429165434923e-05
53,825388,New York,New York,2022-04-17,0,0,6.42122250384062e-05
102,825388,New York,New York,2022-04-18,0,0,0.000123578244413536
162,825388,New York,New York,2022-04-19,0,0,0.000196271329362675
119,825388,New York,New York,2022-04-20,0,0,0.000144174618482459
89,825388,New York,New York,2022-04-21,0,0,0.00010782807600789
68,825388,New York,New York,2022-04-22,0,0,8.23854962756909e-05
63,825388,New York,New York,2022-04-23,0,0,7.6327739196596e-05
80,825388,New York,New York,2022-04-24,0,0,9.69241132655188e-05
109,825388,New York,New York,2022-04-25,0,0,0.000132059104324269
177,825388,New York,New York,2022-04-26,0,0,0.00021444460059996
169,825388,New York,New York,2022-04-27,0,0,0.000204752189273408
168,825388,New York,New York,2022-04-28,0,0,0.000203540637857589
91,825388,New York,New York,2022-04-29,0,0,0.000110251178839528
75,825388,New York,New York,2022-04-30,0,0,9.08663561864238e-05
67,825388,New York,New York,2022-05-01,1,0,8.1173944859872e-05
136,825388,New York,New York,2022-05-02,1,0,0.000164770992551382
123,825388,New York,New York,2022-05-03,1,0,0.000149020824145735
109,825388,New York,New York,2022-05-04,1,0,0.000132059104324269
35,825388,New York,New York,2022-05-05,1,0,4.24042995536645e-05
52,825388,New York,New York,2022-05-06,1,0,6.30006736225872e-05
4,825388,New York,New York,2022-05-07,1,0,4.84620566327594e-06
33,825388,New York,New York,2022-05-08,1,0,3.99811967220265e-05
98,825388,New York,New York,2022-05-09,1,0,0.00011873203875026
97,825388,New York,New York,2022-05-10,1,0,0.000117520487334442
102,825388,New York,New York,2022-05-11,1,0,0.000123578244413536
91,825388,New York,New York,2022-05-12,1,0,0.000110251178839528
31,825388,New York,New York,2022-05-13,1,0,3.75580938903885e-05
50,825388,New York,New York,2022-05-14,1,0,6.05775707909492e-05
23,825388,New York,New York,2022-05-15,1,0,2.78656825638366e-05
105,825388,New York,New York,2022-05-16,1,0,0.000127212898660993
136,825388,New York,New York,2022-05-17,1,0,0.000164770992551382
81,825388,New York,New York,2022-05-18,1,0,9.81356646813377e-05
82,825388,New York,New York,2022-05-19,1,0,9.93472160971567e-05
74,825388,New York,New York,2022-05-20,1,0,8.96548047706049e-05
52,825388,New York,New York,2022-05-21,1,0,6.30006736225872e-05
120,825388,New York,New York,2022-05-22,1,0,0.000145386169898278
179,825388,New York,New York,2022-05-23,1,0,0.000216867703431598
175,825388,New York,New York,2022-05-24,1,0,0.000212021497768322
99,825388,New York,New York,2022-05-25,1,0,0.000119943590166079
133,825388,New York,New York,2022-05-26,1,0,0.000161136338303925
66,825388,New York,New York,2022-05-27,1,0,7.9962393444053e-05
84,825388,New York,New York,2022-05-28,1,0,0.000101770318928795
99,825388,New York,New York,2022-05-29,1,0,0.000119943590166079
199,825388,New York,New York,2022-05-30,1,0,0.000241098731747978
167,825388,New York,New York,2022-05-31,1,0,0.00020232908644177
88,825388,New York,New York,2022-06-01,1,0,0.000106616524592071
97,825388,New York,New York,2022-06-02,1,0,0.000117520487334442
102,825388,New York,New York,2022-06-03,1,0,0.000123578244413536
70,825388,New York,New York,2022-06-04,1,0,8.48085991073289e-05
40,825388,New York,New York,2022-06-05,1,0,4.84620566327594e-05
94,825388,New York,New York,2022-06-06,1,0,0.000113885833086985
116,825388,New York,New York,2022-06-07,1,0,0.000140539964235002
73,825388,New York,New York,2022-06-08,1,0,8.84432533547859e-05
20,825388,New York,New York,2022-06-09,1,0,2.42310283163797e-05
87,825388,New York,New York,2022-06-10,1,0,0.000105404973176252
83,825388,New York,New York,2022-06-11,1,0,0.000100558767512976
85,825388,New York,New York,2022-06-12,1,0,0.000102981870344614
148,825388,New York,New York,2022-06-13,1,0,0.00017930960954121
117,825388,New York,New York,2022-06-14,1,0,0.000141751515650821
106,825388,New York,New York,2022-06-15,1,0,0.000128424450076812
81,825388,New York,New York,2022-06-16,1,0,9.81356646813377e-05
91,825388,New York,New York,2022-06-17,1,0,0.000110251178839528
21,825388,New York,New York,2022-06-18,1,0,2.54425797321987e-05
56,825388,New York,New York,2022-06-19,1,0,6.78468792858631e-05
148,825388,New York,New York,2022-06-20,1,0,0.00017930960954121
84,825388,New York,New York,2022-06-21,1,0,0.000101770318928795
161,825388,New York,New York,2022-06-22,1,0,0.000195059777946857
122,825388,New York,New York,2022-06-23,1,0,0.000147809272729916
81,825388,New York,New York,2022-06-24,1,0,9.81356646813377e-05
105,825388,New York,New York,2022-06-25,1,0,0.000127212898660993
134,825388,New York,New York,2022-06-26,1,0,0.000162347889719744
178,825388,New York,New York,2022-06-27,1,0,0.000215656152015779
147,825388,New York,New York,2022-06-28,1,0,0.000178098058125391
125,825388,New York,New York,2022-06-29,1,0,0.000151443926977373
94,825388,New York,New York,2022-06-30,1,0,0.000113885833086985
173,737310,Texas,Texas,2022-03-01,0,0,0.000234636719968534
137,737310,Texas,Texas,2022-03-02,0,0,0.000185810581709186
171,737310,Texas,Texas,2022-03-03,0,0,0.000231924156731904
0,737310,Texas,Texas,2022-03-04,0,0,0
112,737310,Texas,Texas,2022-03-05,0,0,0.000151903541251305
26,737310,Texas,Texas,2022-03-06,0,0,3.52633220761959e-05
235,737310,Texas,Texas,2022-03-07,0,0,0.000318726180304078
98,737310,Texas,Texas,2022-03-08,0,0,0.000132915598594892
44,737310,Texas,Texas,2022-03-09,0,0,5.967639120587e-05
97,737310,Texas,Texas,2022-03-10,0,0,0.000131559316976577
0,737310,Texas,Texas,2022-03-11,0,0,0
156,737310,Texas,Texas,2022-03-12,0,0,0.000211579932457175
40,737310,Texas,Texas,2022-03-13,0,0,5.42512647326091e-05
88,737310,Texas,Texas,2022-03-14,0,0,0.00011935278241174
145,737310,Texas,Texas,2022-03-15,0,0,0.000196660834655708
159,737310,Texas,Texas,2022-03-16,0,0,0.000215648777312121
66,737310,Texas,Texas,2022-03-17,0,0,8.9514586808805e-05
159,737310,Texas,Texas,2022-03-18,0,0,0.000215648777312121
88,737310,Texas,Texas,2022-03-19,0,0,0.00011935278241174
129,737310,Texas,Texas,2022-03-20,0,0,0.000174960328762664
199,737310,Texas,Texas,2022-03-21,0,0,0.00026990004204473
228,737310,Texas,Texas,2022-03-22,0,0,0.000309232208975872
163,737310,Texas,Texas,2022-03-23,0,0,0.000221073903785382
223,737310,Texas,Texas,2022-03-24,0,0,0.000302450800884296
145,737310,Texas,Texas,2022-03-25,0,0,0.000196660834655708
191,737310,Texas,Texas,2022-03-26,0,0,0.000259049789098208
199,737310,Texas,Texas,2022-03-27,0,0,0.00026990004204473
261,737310,Texas,Texas,2022-03-28,0,0,0.000353989502380274
304,737310,Texas,Texas,2022-03-29,0,0,0.000412309611967829
150,737310,Texas,Texas,2022-03-30,0,0,0.000203442242747284
210,737310,Texas,Texas,2022-03-31,0,0,0.000284819139846198
162,737310,Texas,Texas,2022-04-01,0,0,0.000219717622167067
127,737310,Texas,Texas,2022-04-02,0,0,0.000172247765526034
164,737310,Texas,Texas,2022-04-03,0,0,0.000222430185403697
156,737310,Texas,Texas,2022-04-04,0,0,0.000211579932457175
143,737310,Texas,Texas,2022-04-05,0,0,0.000193948271419077
186,737310,Texas,Texas,2022-04-06,0,0,0.000252268381006632
157,737310,Texas,Texas,2022-04-07,0,0,0.000212936214075491
32,737310,Texas,Texas,2022-04-08,0,0,4.34010117860873e-05
3,737310,Texas,Texas,2022-04-09,0,0,4.06884485494568e-06
40,737310,Texas,Texas,2022-04-10,0,0,5.42512647326091e-05
81,737310,Texas,Texas,2022-04-11,0,0,0.000109858811083533
179,737310,Texas,Texas,2022-04-12,0,0,0.000242774409678426
159,737310,Texas,Texas,2022-04-13,0,0,0.000215648777312121
53,737310,Texas,Texas,2022-04-14,0,0,7.1882925770707e-05
122,737310,Texas,Texas,2022-04-15,0,0,0.000165466357434458
127,737310,Texas,Texas,2022-04-16,0,0,0.000172247765526034
79,737310,Texas,Texas,2022-04-17,0,0,0.000107146247846903
215,737310,Texas,Texas,2022-04-18,0,0,0.000291600547937774
185,737310,Texas,Texas,2022-04-19,0,0,0.000250912099388317
180,737310,Texas,Texas,2022-04-20,0,0,0.000244130691296741
119,737310,Texas,Texas,2022-04-21,0,0,0.000161397512579512
199,737310,Texas,Texas,2022-04-22,0,0,0.00026990004204473
183,737310,Texas,Texas,2022-04-23,0,0,0.000248199536151687
137,737310,Texas,Texas,2022-04-24,0,0,0.000185810581709186
285,737310,Texas,Texas,2022-04-25,0,0,0.00038654026121984
229,737310,Texas,Texas,2022-04-26,0,0,0.000310588490594187
216,737310,Texas,Texas,2022-04-27,0,0,0.000292956829556089
181,737310,Texas,Texas,2022-04-28,0,0,0.000245486972915056
179,737310,Texas,Texas,2022-04-29,0,0,0.000242774409678426
150,737310,Texas,Texas,2022-04-30,0,0,0.000203442242747284
201,737310,Texas,Texas,2022-05-01,1,0,0.000272612605281361
298,737310,Texas,Texas,2022-05-02,1,0,0.000404171922257938
185,737310,Texas,Texas,2022-05-03,1,0,0.000250912099388317
266,737310,Texas,Texas,2022-05-04,1,0,0.00036077091047185
66,737310,Texas,Texas,2022-05-05,1,0,8.9514586808805e-05
146,737310,Texas,Texas,2022-05-06,1,0,0.000198017116274023
27,737310,Texas,Texas,2022-05-07,1,0,3.66196036945111e-05
109,737310,Texas,Texas,2022-05-08,1,0,0.00014783469639636
216,737310,Texas,Texas,2022-05-09,1,0,0.000292956829556089
232,737310,Texas,Texas,2022-05-10,1,0,0.000314657335449133
204,737310,Texas,Texas,2022-05-11,1,0,0.000276681450136306
105,737310,Texas,Texas,2022-05-12,1,0,0.000142409569923099
4,737310,Texas,Texas,2022-05-13,1,0,5.42512647326091e-06
110,737310,Texas,Texas,2022-05-14,1,0,0.000149190978014675
66,737310,Texas,Texas,2022-05-15,1,0,8.9514586808805e-05
203,737310,Texas,Texas,2022-05-16,1,0,0.000275325168517991
212,737310,Texas,Texas,2022-05-17,1,0,0.000287531703082828
195,737310,Texas,Texas,2022-05-18,1,0,0.000264474915571469
153,737310,Texas,Texas,2022-05-19,1,0,0.00020751108760223
252,737310,Texas,Texas,2022-05-20,1,0,0.000341782967815437
104,737310,Texas,Texas,2022-05-21,1,0,0.000141053288304784
158,737310,Texas,Texas,2022-05-22,1,0,0.000214292495693806
338,737310,Texas,Texas,2022-05-23,1,0,0.000458423186990547
315,737310,Texas,Texas,2022-05-24,1,0,0.000427228709769296
207,737310,Texas,Texas,2022-05-25,1,0,0.000280750294991252
247,737310,Texas,Texas,2022-05-26,1,0,0.000335001559723861
238,737310,Texas,Texas,2022-05-27,1,0,0.000322795025159024
163,737310,Texas,Texas,2022-05-28,1,0,0.000221073903785382
216,737310,Texas,Texas,2022-05-29,1,0,0.000292956829556089
334,737310,Texas,Texas,2022-05-30,1,0,0.000452998060517286
324,737310,Texas,Texas,2022-05-31,1,0,0.000439435244334134
216,737310,Texas,Texas,2022-06-01,1,0,0.000292956829556089
121,737310,Texas,Texas,2022-06-02,1,0,0.000164110075816142
149,737310,Texas,Texas,2022-06-03,1,0,0.000202085961128969
121,737310,Texas,Texas,2022-06-04,1,0,0.000164110075816142
272,737310,Texas,Texas,2022-06-05,1,0,0.000368908600181742
246,737310,Texas,Texas,2022-06-06,1,0,0.000333645278105546
127,737310,Texas,Texas,2022-06-07,1,0,0.000172247765526034
158,737310,Texas,Texas,2022-06-08,1,0,0.000214292495693806
113,737310,Texas,Texas,2022-06-09,1,0,0.000153259822869621
120,737310,Texas,Texas,2022-06-10,1,0,0.000162753794197827
47,737310,Texas,Texas,2022-06-11,1,0,6.37452360608157e-05
143,737310,Texas,Texas,2022-06-12,1,0,0.000193948271419077
264,737310,Texas,Texas,2022-06-13,1,0,0.00035805834723522
146,737310,Texas,Texas,2022-06-14,1,0,0.000198017116274023
301,737310,Texas,Texas,2022-06-15,1,0,0.000408240767112883
158,737310,Texas,Texas,2022-06-16,1,0,0.000214292495693806
192,737310,Texas,Texas,2022-06-17,1,0,0.000260406070716524
262,737310,Texas,Texas,2022-06-18,1,0,0.000355345783998589
159,737310,Texas,Texas,2022-06-19,1,0,0.000215648777312121
346,737310,Texas,Texas,2022-06-20,1,0,0.000469273439937069
266,737310,Texas,Texas,2022-06-21,1,0,0.00036077091047185
181,737310,Texas,Texas,2022-06-22,1,0,0.000245486972915056
184,737310,Texas,Texas,2022-06-23,1,0,0.000249555817770002
250,737310,Texas,Texas,2022-06-24,1,0,0.000339070404578807
179,737310,Texas,Texas,2022-06-25,1,0,0.000242774409678426
195,737310,Texas,Texas,2022-06-26,1,0,0.000264474915571469
364,737310,Texas,Texas,2022-06-27,1,0,0.000493686509066743
356,737310,Texas,Texas,2022-06-28,1,0,0.000482836256120221
299,737310,Texas,Texas,2022-06-29,1,0,0.000405528203876253
269,737310,Texas,Texas,2022-06-30,1,0,0.000364839755326796
151,723889,South Carolina,South Carolina,2022-03-01,0,0,0.000208595516715961
155,723889,South Carolina,South Carolina,2022-03-02,0,0,0.000214121225768039
100,723889,South Carolina,South Carolina,2022-03-03,0,0,0.000138142726301961
81,723889,South Carolina,South Carolina,2022-03-04,0,0,0.000111895608304588
79,723889,South Carolina,South Carolina,2022-03-05,0,0,0.000109132753778549
113,723889,South Carolina,South Carolina,2022-03-06,0,0,0.000156101280721216
238,723889,South Carolina,South Carolina,2022-03-07,0,0,0.000328779688598666
163,723889,South Carolina,South Carolina,2022-03-08,0,0,0.000225172643872196
115,723889,South Carolina,South Carolina,2022-03-09,0,0,0.000158864135247255
115,723889,South Carolina,South Carolina,2022-03-10,0,0,0.000158864135247255
54,723889,South Carolina,South Carolina,2022-03-11,0,0,7.45970722030588e-05
11,723889,South Carolina,South Carolina,2022-03-12,0,0,1.51956998932157e-05
87,723889,South Carolina,South Carolina,2022-03-13,0,0,0.000120184171882706
125,723889,South Carolina,South Carolina,2022-03-14,0,0,0.000172678407877451
195,723889,South Carolina,South Carolina,2022-03-15,0,0,0.000269378316288823
207,723889,South Carolina,South Carolina,2022-03-16,0,0,0.000285955443445059
202,723889,South Carolina,South Carolina,2022-03-17,0,0,0.000279048307129961
